Customer_ID,Gender,Age,Browsing_Time,Purchase_Amount,Number_of_Items,Discount_Applied,Total_Transactions,Category,Satisfaction_Score
981,Female,64,108.39,137.91,7,7,10,Clothing,1
982,Female,32,46.6,328.85,1,31,28,Clothing,3
983,Female,65,26.74,269.14,6,42,11,Clothing,2
984,Male,63,53.67,472.3,8,28,35,Books,3
985,Female,57,6.76,201.16,7,21,15,Home & Kitchen,4
986,Female,35,98.64,348.46,2,19,8,Electronics,4
987,Female,59,99.33,247.21,7,5,20,Clothing,5
988,Female,37,70.97,258.73,6,42,21,Electronics,4
989,Female,23,43.02,137.55,5,48,1,Books,4
990,Female,29,96.17,230.2,4,28,29,Home & Kitchen,3
991,Female,19,67.01,238.04,1,41,24,Clothing,1
992,Female,24,99.29,354.79,2,16,30,Clothing,2
993,Female,33,76.14,470.62,7,30,40,Clothing,4
994,Female,20,94.34,168.01,3,33,35,Electronics,4
995,Female,62,72.23,25.89,5,37,33,Books,3
996,Male,20,50.28,250.67,8,36,20,Home & Kitchen,2
997,Male,44,115.0,274.51,8,3,16,Books,3
998,Female,67,65.39,88.38,6,1,9,Clothing,1
999,Female,60,73.01,381.43,5,11,31,Books,3
1000,Male,57,27.24,492.54,2,34,17,Electronics,2
1001,Female,55,75.45,473.16,9,5,31,Beauty,2
1002,Male,50,69.02,102.57,1,45,48,Beauty,4
1003,Male,45,23.0,438.3,2,7,23,Home & Kitchen,1
1004,Male,18,8.09,353.72,1,20,6,Home & Kitchen,5
1005,Male,25,72.92,229.65,4,45,30,Books,4
1006,Male,54,91.88,272.6,4,34,7,Home & Kitchen,3
1007,Female,49,63.28,425.55,5,47,48,Electronics,3
1008,Male,65,27.99,242.67,5,14,40,Clothing,2
1009,Female,60,80.32,189.74,8,6,42,Clothing,2
1010,Female,54,10.53,249.16,3,14,46,Books,2
1011,Male,21,53.58,291.67,6,44,11,Clothing,5
1012,Male,47,20.44,98.59,3,5,34,Books,5
1013,Female,23,22.95,450.95,2,46,12,Home & Kitchen,4
1014,Male,63,25.07,338.72,8,16,45,Home & Kitchen,5
1015,Male,36,47.02,318.47,1,3,47,Electronics,2
1016,Female,49,7.09,54.25,9,21,27,Clothing,4
1017,Female,26,48.34,304.07,7,31,12,Electronics,4
1018,Male,29,61.89,64.88,4,21,13,Beauty,1
1019,Female,28,58.51,43.96,3,26,8,Electronics,5
1020,Male,63,46.55,266.02,6,45,16,Books,3
1021,Male,33,100.86,204.38,9,14,29,Books,3
1022,Male,18,18.29,296.46,9,43,35,Electronics,1
1023,Female,62,61.18,49.16,4,21,29,Home & Kitchen,2
1024,Female,38,8.38,218.34,5,27,31,Beauty,1
1025,Female,47,9.47,91.52,9,41,13,Electronics,2
1026,Female,30,69.29,493.61,2,37,12,Home & Kitchen,5
1027,Female,51,68.36,282.77,2,8,2,Electronics,5
1028,Male,21,105.49,345.28,5,33,33,Clothing,4
1029,Male,45,67.39,166.08,1,35,8,Books,4
1030,Male,55,115.22,51.9,8,8,41,Clothing,4
1031,Male,48,6.79,488.06,5,14,40,Clothing,4
1032,Female,44,12.66,146.7,2,44,49,Beauty,3
1033,Male,22,6.24,214.79,9,19,41,Home & Kitchen,4
1034,Female,42,23.05,326.68,2,7,32,Books,4
1035,Male,20,65.41,17.23,7,27,38,Clothing,4
1036,Female,50,77.82,406.08,8,18,28,Books,2
1037,Female,21,6.42,270.61,6,15,15,Home & Kitchen,4
1038,Male,42,113.57,142.72,7,10,23,Electronics,1
1039,Male,37,101.22,35.5,1,41,24,Clothing,4
1040,Male,51,36.3,85.44,4,7,13,Home & Kitchen,4
1041,Male,43,10.19,448.04,7,32,21,Books,3
1042,Female,22,21.22,344.58,1,9,12,Home & Kitchen,4
1043,Male,52,16.11,128.7,1,17,13,Electronics,2
1044,Male,45,15.67,37.47,6,34,39,Home & Kitchen,5
1045,Female,46,62.71,346.85,4,42,23,Books,4
1046,Male,26,30.26,288.34,3,49,46,Clothing,4
1047,Male,69,43.62,205.24,5,2,43,Clothing,4
1048,Male,55,118.75,184.99,9,39,28,Beauty,3
1049,Male,67,82.43,112.32,3,26,14,Books,5
1050,Male,23,113.93,336.46,5,27,17,Beauty,3
1051,Female,36,17.96,485.48,5,45,24,Beauty,3
1052,Male,61,46.47,91.98,9,5,34,Electronics,3
1053,Male,28,67.01,300.57,4,46,48,Books,2
1054,Male,19,10.13,214.97,1,13,22,Clothing,5
1055,Male,64,1.5,226.11,5,6,10,Books,2
1056,Male,61,80.78,130.8,1,9,8,Electronics,2
1057,Female,61,77.38,413.44,6,14,21,Books,5
1058,Male,26,49.88,245.2,7,30,37,Books,2
1059,Female,38,59.27,273.99,1,28,7,Beauty,5
1060,Female,41,50.44,155.86,4,41,26,Books,4
1061,Male,51,3.86,95.0,9,16,13,Beauty,3
1062,Male,39,40.91,47.53,1,28,16,Beauty,2
1063,Male,20,22.07,358.49,9,48,30,Home & Kitchen,5
1064,Male,29,12.71,102.14,8,43,31,Electronics,1
1065,Female,45,114.85,346.59,5,14,5,Beauty,2
1066,Male,47,72.32,198.24,6,25,32,Books,2
1067,Male,43,87.71,210.81,7,11,16,Beauty,5
1068,Male,65,38.53,237.24,4,24,47,Beauty,1
1069,Male,38,47.78,187.02,6,40,9,Beauty,1
1070,Male,45,29.19,54.81,7,4,22,Clothing,4
1071,Male,43,12.54,158.27,6,3,44,Clothing,2
1072,Female,50,22.3,333.55,6,43,40,Clothing,3
1073,Female,38,95.9,334.56,2,47,45,Clothing,2
1074,Male,52,81.63,146.68,5,40,37,Home & Kitchen,3
1075,Male,69,66.08,232.75,3,30,14,Beauty,3
1076,Male,51,57.54,100.76,7,2,16,Home & Kitchen,5
1077,Female,58,110.77,109.13,4,2,43,Books,2
1078,Male,68,9.66,16.41,1,25,20,Electronics,5
1079,Female,64,34.39,448.89,6,49,44,Home & Kitchen,4
1080,Male,35,42.64,109.3,6,16,15,Clothing,3
1081,Male,28,94.11,117.63,7,9,44,Clothing,1
1082,Male,40,119.11,143.4,8,1,26,Books,3
1083,Male,65,29.64,68.07,3,23,9,Beauty,4
1084,Female,39,105.04,321.44,6,10,1,Electronics,3
1085,Female,34,99.84,42.2,2,23,35,Home & Kitchen,5
1086,Male,22,27.73,71.43,9,34,44,Beauty,2
1087,Male,61,48.52,324.15,2,22,20,Beauty,1
1088,Female,28,49.75,173.13,3,31,45,Home & Kitchen,5
1089,Female,47,117.41,355.43,2,22,6,Home & Kitchen,2
1090,Female,32,22.53,280.93,9,33,42,Home & Kitchen,1
1091,Female,44,96.1,131.73,1,40,10,Home & Kitchen,4
1092,Male,52,40.77,327.16,5,18,48,Clothing,3
1093,Female,50,87.97,62.56,1,1,33,Beauty,1
1094,Male,37,50.98,270.52,5,1,16,Beauty,4
1095,Female,33,69.82,221.39,8,14,36,Clothing,2
1096,Female,51,100.08,137.6,8,20,6,Beauty,1
1097,Female,19,96.7,303.98,8,34,19,Home & Kitchen,4
1098,Female,52,104.1,436.31,2,4,31,Electronics,2
1099,Female,57,8.09,499.46,8,42,2,Beauty,5
1100,Male,45,83.35,305.84,5,26,18,Electronics,3
1101,Male,64,17.66,205.33,1,23,42,Electronics,4
1102,Female,56,50.48,116.48,7,6,28,Clothing,5
1103,Female,23,66.28,132.26,6,5,4,Books,2
1104,Male,26,48.93,242.33,5,45,1,Beauty,1
1105,Female,37,62.83,186.8,1,32,47,Clothing,3
1106,Female,18,119.59,457.34,1,48,42,Clothing,2
1107,Male,25,17.09,187.31,6,16,16,Electronics,4
1108,Female,40,81.38,189.86,7,45,45,Beauty,3
1109,Female,20,48.12,194.85,1,41,47,Clothing,5
1110,Male,21,16.83,419.13,9,29,2,Home & Kitchen,3
1111,Male,42,19.89,327.14,4,7,36,Clothing,5
1112,Male,64,113.96,309.01,5,39,1,Home & Kitchen,2
1113,Female,55,105.67,170.4,2,45,39,Books,1
1114,Male,32,108.94,409.86,8,6,23,Home & Kitchen,3
1115,Male,38,118.99,23.99,2,5,26,Home & Kitchen,1
1116,Male,52,25.79,436.04,3,3,11,Electronics,1
1117,Male,63,43.3,258.81,9,0,42,Clothing,3
1118,Male,69,80.64,202.13,2,14,1,Books,3
1119,Male,31,58.57,251.1,6,30,11,Clothing,1
1120,Female,53,50.79,335.37,4,24,24,Home & Kitchen,4
1121,Female,29,43.58,11.32,7,46,10,Home & Kitchen,4
1122,Male,34,71.66,436.42,6,32,14,Clothing,3
1123,Male,56,69.5,226.14,9,34,14,Books,1
1124,Male,26,20.21,174.77,9,4,7,Books,1
1125,Female,52,57.14,73.43,4,4,23,Electronics,2
1126,Female,30,66.86,222.54,1,35,43,Home & Kitchen,1
1127,Female,32,68.86,250.68,2,16,22,Home & Kitchen,4
1128,Female,35,26.0,204.81,8,13,36,Electronics,2
1129,Female,68,89.33,340.94,8,28,27,Clothing,4
1130,Female,50,4.0,213.34,2,7,2,Home & Kitchen,5
1131,Female,23,43.22,480.9,4,33,39,Clothing,3
1132,Female,44,93.85,301.64,1,39,46,Books,5
1133,Female,40,68.1,404.7,7,0,19,Beauty,3
1134,Male,44,32.08,59.13,4,28,7,Electronics,4
1135,Male,51,83.7,201.66,8,35,12,Home & Kitchen,4
1136,Male,63,68.52,171.74,9,36,3,Electronics,5
1137,Male,55,95.75,286.89,9,28,47,Books,3
1138,Female,31,88.47,431.25,3,4,5,Books,3
1139,Female,53,73.6,43.78,5,31,8,Books,2
1140,Male,25,59.09,40.92,6,23,14,Books,1
1141,Female,52,16.85,425.91,6,18,36,Beauty,2
1142,Male,36,32.1,110.36,8,11,7,Clothing,4
1143,Female,47,50.87,336.03,6,0,7,Clothing,5
1144,Male,31,72.32,273.72,6,6,46,Beauty,3
1145,Female,37,62.13,417.28,4,16,32,Clothing,2
1146,Female,66,35.29,66.92,7,33,8,Books,5
1147,Male,42,1.77,69.24,8,42,12,Clothing,5
1148,Female,57,60.05,280.63,3,6,10,Electronics,1
1149,Male,41,34.99,473.46,7,16,14,Clothing,3
1150,Male,31,88.42,210.42,3,2,9,Electronics,5
1151,Male,43,3.85,166.84,8,28,38,Home & Kitchen,3
1152,Male,55,70.59,305.31,1,21,30,Electronics,2
1153,Female,40,113.04,465.57,1,37,5,Electronics,5
1154,Female,39,21.75,419.28,6,42,1,Books,5
1155,Female,65,57.13,497.76,9,28,1,Books,2
1156,Male,36,11.88,16.17,4,49,20,Books,3
1157,Female,63,75.46,60.86,6,49,49,Electronics,3
1158,Male,68,66.51,306.69,5,41,11,Beauty,5
1159,Female,20,49.48,411.19,1,4,26,Books,2
1160,Female,59,63.04,146.2,6,29,44,Books,4
1161,Female,36,107.69,123.41,9,22,3,Electronics,3
1162,Male,26,24.36,394.55,3,20,6,Home & Kitchen,4
1163,Female,45,3.69,32.91,3,25,43,Home & Kitchen,5
1164,Female,37,103.54,187.84,2,46,45,Clothing,4
1165,Male,62,69.68,255.38,4,20,11,Home & Kitchen,4
1166,Female,24,106.99,282.37,3,19,8,Books,3
1167,Male,31,72.04,365.66,2,22,29,Beauty,5
1168,Female,26,97.41,180.65,1,3,10,Clothing,4
1169,Male,36,52.13,308.28,3,20,34,Beauty,3
1170,Male,64,90.23,294.76,6,20,24,Beauty,4
1171,Female,69,109.65,276.07,9,0,46,Books,3
1172,Male,31,69.08,322.04,5,14,48,Electronics,5
1173,Male,55,22.51,133.43,3,16,17,Electronics,2
1174,Male,53,32.99,46.9,5,13,32,Electronics,3
1175,Male,57,24.64,64.04,5,18,11,Home & Kitchen,3
1176,Male,34,30.38,116.17,5,49,34,Electronics,4
1177,Male,47,37.46,252.6,7,33,24,Books,5
1178,Female,26,67.06,421.02,5,5,5,Home & Kitchen,1
1179,Male,50,70.97,352.14,7,44,29,Electronics,1
1180,Male,69,51.75,395.58,9,48,48,Beauty,2
1181,Female,42,74.24,178.73,5,5,48,Books,5
1182,Female,31,10.71,205.3,2,4,34,Books,3
1183,Female,28,11.45,199.87,5,6,16,Clothing,1
1184,Female,52,21.45,99.98,8,32,25,Books,2
1185,Female,58,62.65,35.3,4,12,37,Beauty,5
1186,Female,31,26.47,297.5,2,0,8,Books,2
1187,Female,47,34.71,494.66,3,12,29,Clothing,1
1188,Male,58,48.64,87.58,9,42,46,Books,4
1189,Male,21,97.61,28.11,9,26,25,Books,4
1190,Female,21,2.65,390.87,8,6,42,Clothing,5
1191,Male,45,78.28,130.03,8,2,23,Books,2
1192,Male,25,80.6,415.67,8,24,34,Home & Kitchen,3
1193,Male,19,96.04,353.45,8,32,3,Books,1
1194,Female,58,112.0,473.11,8,39,30,Electronics,4
1195,Female,63,3.4,207.42,1,16,34,Electronics,4
1196,Male,39,19.3,332.68,6,44,32,Home & Kitchen,2
1197,Female,58,106.45,235.1,9,13,29,Books,4
1198,Male,33,55.56,317.14,8,36,9,Beauty,2
1199,Male,46,68.19,227.55,3,22,2,Books,1
1200,Male,66,79.9,98.37,1,23,39,Electronics,2
1201,Male,65,81.81,256.41,2,28,7,Clothing,4
1202,Female,47,111.88,266.65,2,37,46,Home & Kitchen,2
1203,Female,29,119.64,406.25,7,26,5,Clothing,4
1204,Female,52,86.7,369.08,6,37,8,Beauty,5
1205,Male,28,35.18,333.58,2,39,32,Books,4
1206,Female,63,105.69,61.13,8,44,18,Beauty,4
1207,Male,67,6.86,361.71,9,49,38,Clothing,4
1208,Female,38,28.5,252.65,7,22,46,Books,5
1209,Male,38,107.79,447.58,4,30,18,Beauty,3
1210,Male,22,31.49,460.34,1,35,49,Electronics,4
1211,Male,65,27.26,32.3,4,16,41,Electronics,3
1212,Female,37,17.44,411.22,4,36,45,Home & Kitchen,1
1213,Female,54,103.23,23.66,8,2,16,Electronics,2
1214,Female,20,60.51,186.75,4,35,21,Electronics,3
1215,Female,61,81.31,273.44,4,4,10,Clothing,1
1216,Male,50,29.45,78.31,2,45,42,Electronics,2
1217,Female,26,91.21,374.43,7,14,4,Electronics,4
1218,Female,26,91.44,9.14,4,48,44,Clothing,4
1219,Male,21,38.2,88.46,6,5,8,Electronics,4
1220,Male,52,49.87,292.49,3,9,47,Electronics,5
1221,Male,34,25.95,358.62,7,31,19,Home & Kitchen,5
1222,Female,51,117.21,458.74,6,22,47,Electronics,5
1223,Male,41,77.83,354.22,3,47,40,Electronics,5
1224,Male,49,112.21,337.53,4,16,40,Home & Kitchen,1
1225,Male,18,37.1,200.2,5,45,9,Clothing,1
1226,Female,25,94.05,5.64,9,19,30,Electronics,4
1227,Male,62,92.14,64.48,6,43,17,Beauty,2
1228,Female,40,83.31,269.6,4,40,40,Clothing,5
1229,Female,64,115.91,339.19,7,14,44,Clothing,2
1230,Male,57,47.83,211.64,2,43,15,Electronics,1
1231,Male,29,16.56,366.69,4,45,4,Home & Kitchen,5
1232,Female,29,80.93,263.32,5,21,6,Clothing,1
1233,Male,63,87.79,41.72,4,49,16,Home & Kitchen,1
1234,Male,64,69.43,100.05,4,5,26,Beauty,3
1235,Female,32,25.61,420.8,9,3,37,Home & Kitchen,1
1236,Female,58,61.03,363.83,2,22,23,Books,4
1237,Male,36,38.15,447.91,6,43,13,Home & Kitchen,1
1238,Female,43,51.87,63.19,8,44,47,Clothing,5
1239,Male,69,77.78,495.16,8,18,17,Home & Kitchen,4
1240,Male,46,89.68,108.66,7,44,27,Home & Kitchen,1
1241,Male,39,28.63,10.83,4,30,22,Books,4
1242,Female,57,49.23,498.72,7,43,37,Books,1
1243,Male,38,33.03,144.13,6,2,19,Electronics,4
1244,Male,68,24.64,335.67,6,27,39,Clothing,2
1245,Male,55,94.22,92.46,2,2,35,Electronics,3
1246,Female,37,109.2,292.21,8,13,13,Books,4
1247,Female,46,45.06,452.5,8,17,14,Home & Kitchen,5
1248,Female,68,90.4,163.49,7,26,48,Books,3
1249,Female,21,107.74,336.78,9,9,31,Beauty,3
1250,Female,24,101.69,98.01,8,48,45,Home & Kitchen,1
1251,Male,45,22.75,314.27,9,14,2,Electronics,4
1252,Female,45,114.8,171.54,9,18,46,Home & Kitchen,3
1253,Female,21,45.82,109.55,6,8,39,Beauty,5
1254,Female,39,41.37,160.03,2,3,37,Books,5
1255,Male,29,8.43,93.53,7,14,14,Clothing,5
1256,Female,62,58.85,451.45,3,47,9,Clothing,1
1257,Female,20,13.97,201.61,7,7,10,Clothing,2
1258,Male,39,30.58,126.41,9,48,7,Books,4
1259,Female,61,38.72,226.96,2,0,28,Clothing,3
1260,Male,19,97.25,163.67,6,6,46,Beauty,4
1261,Male,41,105.18,373.49,6,30,25,Books,3
1262,Male,51,36.99,485.75,9,17,46,Clothing,1
1263,Male,44,103.19,221.83,9,11,28,Electronics,4
1264,Male,58,103.01,431.21,5,47,2,Books,1
1265,Female,18,91.99,285.1,5,29,17,Books,1
1266,Male,25,18.46,82.83,9,32,4,Home & Kitchen,4
1267,Male,40,83.15,346.86,8,46,13,Clothing,4
1268,Female,55,113.46,259.15,7,6,18,Electronics,3
1269,Male,23,82.22,327.05,8,27,3,Beauty,5
1270,Female,39,40.46,445.4,6,48,37,Books,1
1271,Female,42,60.57,223.02,3,2,33,Beauty,2
1272,Female,35,77.84,451.08,7,42,41,Beauty,3
1273,Male,34,61.76,376.58,8,5,24,Beauty,3
1274,Male,29,15.27,246.86,8,30,8,Home & Kitchen,5
1275,Male,23,38.14,303.59,1,37,35,Beauty,5
1276,Female,43,96.49,166.16,7,14,2,Clothing,1
1277,Male,44,103.51,491.88,3,6,33,Clothing,3
1278,Male,25,17.34,335.34,2,42,12,Electronics,3
1279,Male,36,114.33,26.7,2,29,22,Electronics,2
1280,Female,59,40.13,166.68,8,26,13,Beauty,1
1281,Female,18,79.82,313.54,9,16,10,Beauty,1
1282,Male,46,90.47,32.88,3,17,17,Home & Kitchen,5
1283,Male,62,97.62,16.82,3,21,43,Beauty,1
1284,Male,66,113.54,227.76,6,25,5,Beauty,2
1285,Male,52,38.24,169.68,1,26,9,Beauty,1
1286,Female,57,103.16,221.96,6,39,13,Books,4
1287,Female,31,16.67,135.03,3,23,23,Books,4
1288,Female,52,84.9,86.54,4,7,30,Home & Kitchen,2
1289,Female,65,89.3,346.13,9,20,43,Home & Kitchen,5
1290,Male,62,81.65,259.71,3,28,4,Clothing,3
1291,Male,37,31.03,104.08,1,42,21,Home & Kitchen,1
1292,Male,66,104.89,163.2,3,20,43,Clothing,5
1293,Female,30,21.09,297.94,7,2,9,Beauty,5
1294,Male,55,7.38,40.75,7,30,7,Home & Kitchen,1
1295,Female,66,86.38,77.99,5,26,16,Home & Kitchen,3
1296,Female,63,57.58,41.26,1,45,23,Home & Kitchen,1
1297,Male,66,102.04,407.1,8,26,23,Clothing,3
1298,Male,25,46.62,377.44,8,8,31,Clothing,2
1299,Male,60,21.03,377.89,2,32,5,Electronics,3
1300,Female,37,100.54,359.58,3,32,6,Clothing,5
1301,Male,50,66.32,336.35,4,25,1,Clothing,2
1302,Female,43,23.51,241.11,1,27,48,Books,4
1303,Male,56,86.73,322.93,4,43,28,Home & Kitchen,2
1304,Female,38,61.82,23.99,5,42,18,Clothing,3
1305,Female,66,72.91,312.62,3,30,24,Home & Kitchen,2
1306,Male,59,55.85,390.05,2,0,13,Home & Kitchen,2
1307,Female,60,99.62,252.68,6,19,33,Books,4
1308,Female,58,99.72,181.97,8,11,10,Home & Kitchen,3
1309,Male,26,85.42,142.33,7,16,7,Clothing,5
1310,Female,41,13.54,323.19,1,14,37,Home & Kitchen,2
1311,Male,54,100.82,347.94,4,33,32,Electronics,1
1312,Female,66,80.85,436.13,3,49,45,Electronics,5
1313,Male,58,83.95,174.46,6,15,22,Books,2
1314,Male,34,44.19,386.04,9,3,16,Clothing,5
1315,Female,41,105.63,282.87,9,7,24,Books,1
1316,Female,38,87.32,442.0,7,33,14,Electronics,5
1317,Female,68,14.4,266.27,9,45,11,Clothing,5
1318,Female,56,49.53,261.23,8,24,19,Home & Kitchen,1
1319,Female,58,106.48,291.05,5,14,23,Clothing,1
1320,Male,56,6.62,375.91,9,27,34,Beauty,1
1321,Female,30,115.41,482.52,7,8,40,Clothing,4
1322,Male,28,81.82,41.41,5,1,13,Home & Kitchen,1
1323,Male,63,76.13,31.45,8,16,39,Beauty,5
1324,Female,36,33.2,469.09,7,9,44,Books,1
1325,Male,28,30.61,267.29,9,8,28,Clothing,2
1326,Male,30,113.1,309.38,1,30,40,Books,1
1327,Male,63,36.49,243.8,9,1,16,Clothing,1
1328,Male,62,93.29,51.36,7,23,28,Electronics,3
1329,Female,18,47.78,385.2,1,18,4,Electronics,5
1330,Male,57,17.57,374.88,1,16,28,Home & Kitchen,5
1331,Female,61,2.28,159.29,5,42,12,Electronics,2
1332,Female,36,65.77,156.59,8,48,16,Beauty,4
1333,Male,29,117.12,419.73,9,9,49,Beauty,3
1334,Female,25,44.93,40.82,6,49,36,Clothing,2
1335,Female,25,43.51,441.15,8,27,20,Books,2
1336,Female,62,41.95,132.05,6,37,26,Beauty,5
1337,Male,29,62.94,298.53,6,47,26,Clothing,3
1338,Female,65,53.44,468.32,4,27,22,Books,5
1339,Female,50,105.71,340.67,5,49,9,Electronics,4
1340,Female,62,61.16,210.14,2,49,5,Clothing,5
1341,Male,43,61.42,346.32,3,0,17,Books,1
1342,Female,56,17.47,175.27,3,2,49,Home & Kitchen,5
1343,Male,45,117.95,142.24,5,14,34,Home & Kitchen,1
1344,Male,22,30.75,498.36,5,9,2,Beauty,2
1345,Male,25,9.73,376.64,6,20,7,Books,4
1346,Male,42,79.91,324.14,5,36,36,Home & Kitchen,1
1347,Male,44,71.85,180.87,6,14,13,Beauty,4
1348,Male,63,50.4,29.33,8,22,20,Clothing,5
1349,Female,40,51.24,20.37,2,13,30,Clothing,5
1350,Male,47,94.42,279.32,4,14,30,Books,2
1351,Female,62,24.29,382.21,6,9,11,Books,5
1352,Female,64,98.61,271.0,5,8,31,Books,1
1353,Male,40,78.2,421.19,1,43,3,Books,2
1354,Female,66,50.86,21.55,9,38,2,Home & Kitchen,4
1355,Female,64,55.51,186.54,3,4,48,Home & Kitchen,2
1356,Female,37,31.54,122.35,2,24,3,Beauty,4
1357,Female,35,90.5,226.4,9,41,15,Home & Kitchen,3
1358,Male,35,62.03,40.83,7,25,17,Clothing,1
1359,Female,19,39.18,477.3,5,7,48,Beauty,1
1360,Male,21,71.93,115.51,6,21,7,Home & Kitchen,4
1361,Female,47,119.49,461.54,4,24,48,Books,5
1362,Female,50,52.8,215.82,1,47,5,Home & Kitchen,5
1363,Male,53,110.56,492.83,4,11,34,Electronics,3
1364,Female,35,42.06,279.26,9,8,33,Beauty,4
1365,Female,54,7.51,465.76,1,9,45,Home & Kitchen,3
1366,Female,36,25.3,7.65,3,47,16,Home & Kitchen,4
1367,Male,64,50.82,375.38,5,9,37,Clothing,3
1368,Female,45,27.14,452.01,7,8,3,Books,4
1369,Male,57,1.03,74.16,9,25,47,Books,1
1370,Female,37,109.89,52.58,6,34,48,Clothing,3
1371,Male,66,101.42,215.16,3,26,43,Clothing,3
1372,Male,50,89.33,467.17,7,30,21,Electronics,4
1373,Female,29,20.97,273.48,4,18,41,Beauty,2
1374,Female,68,15.32,266.09,3,42,8,Books,2
1375,Male,32,9.04,74.86,7,37,22,Clothing,1
1376,Male,58,87.16,5.39,7,5,5,Clothing,5
1377,Female,56,111.53,406.02,4,14,17,Beauty,5
1378,Male,19,52.23,48.35,7,28,37,Clothing,1
1379,Female,46,15.18,318.76,2,46,14,Electronics,5
1380,Female,58,61.97,457.74,1,44,39,Beauty,4
1381,Female,27,42.51,108.28,2,4,41,Electronics,2
1382,Female,19,45.6,334.31,4,13,28,Home & Kitchen,1
1383,Male,68,74.94,43.96,8,1,31,Books,4
1384,Female,28,86.53,303.86,3,22,17,Clothing,1
1385,Male,30,14.16,86.15,6,43,35,Beauty,2
1386,Female,27,5.24,369.3,6,45,40,Electronics,5
1387,Male,31,119.33,154.11,9,18,22,Books,4
1388,Female,35,28.69,234.38,9,23,45,Books,2
1389,Male,68,7.41,301.72,4,19,48,Clothing,1
1390,Male,26,23.6,89.78,9,46,29,Books,3
1391,Female,56,5.64,372.11,6,26,10,Clothing,4
1392,Female,45,47.63,154.81,2,23,18,Home & Kitchen,1
1393,Female,20,96.49,332.87,6,16,35,Clothing,1
1394,Female,37,41.61,83.35,2,24,44,Electronics,2
1395,Male,23,53.86,345.62,8,45,16,Books,1
1396,Female,44,81.39,68.45,4,30,49,Books,4
1397,Male,19,61.56,215.55,5,27,7,Books,4
1398,Male,46,103.51,127.37,8,49,30,Clothing,1
1399,Female,55,104.06,375.45,8,27,19,Beauty,2
1400,Male,20,2.18,134.71,6,21,23,Clothing,4
1401,Male,33,93.59,441.45,4,4,8,Electronics,3
1402,Male,47,55.83,446.45,1,43,17,Clothing,5
1403,Male,57,118.67,102.24,7,41,21,Books,2
1404,Female,19,58.5,308.85,8,7,26,Home & Kitchen,2
1405,Female,34,118.44,48.42,9,37,28,Electronics,5
1406,Female,58,90.79,198.81,2,27,39,Home & Kitchen,5
1407,Female,29,30.58,358.09,1,46,33,Electronics,4
1408,Male,52,65.07,331.41,4,11,40,Electronics,1
1409,Male,60,119.06,314.23,5,24,19,Books,1
1410,Female,18,103.05,144.86,1,37,29,Clothing,3
1411,Female,62,12.59,192.12,5,43,20,Books,1
1412,Female,32,85.06,55.96,6,14,20,Books,3
1413,Male,43,42.12,360.92,3,43,10,Books,3
1414,Female,54,1.83,254.42,7,40,12,Home & Kitchen,2
1415,Female,38,49.01,355.84,6,33,33,Electronics,2
1416,Female,66,28.94,128.23,4,44,25,Beauty,4
1417,Male,48,98.45,165.6,3,12,25,Clothing,5
1418,Male,42,41.14,170.44,5,7,4,Books,5
1419,Male,40,99.48,17.74,3,12,4,Electronics,3
1420,Male,41,1.07,173.82,9,35,9,Clothing,5
1421,Male,55,37.63,402.64,9,5,15,Beauty,3
1422,Male,45,29.7,449.16,6,37,26,Beauty,5
1423,Male,38,28.79,261.52,6,31,15,Books,4
1424,Male,60,9.11,230.47,4,20,26,Beauty,2
1425,Female,35,23.27,20.26,4,43,28,Beauty,2
1426,Female,53,67.11,440.21,2,43,7,Clothing,3
1427,Male,52,35.67,11.44,4,48,32,Clothing,5
1428,Male,62,50.67,472.65,8,6,12,Books,1
1429,Female,26,45.85,247.16,2,25,35,Electronics,4
1430,Male,55,105.23,174.26,9,14,32,Books,5
1431,Male,47,108.73,462.49,1,48,9,Home & Kitchen,1
1432,Male,61,59.66,17.07,2,41,14,Beauty,4
1433,Female,51,40.29,292.81,2,22,13,Electronics,4
1434,Female,49,13.71,276.72,6,37,44,Clothing,2
1435,Female,20,114.45,113.56,7,40,33,Home & Kitchen,3
1436,Female,20,8.17,217.3,3,14,32,Home & Kitchen,5
1437,Female,45,36.42,327.87,9,47,19,Beauty,4
1438,Male,61,36.47,364.93,5,39,30,Clothing,5
1439,Female,32,39.13,5.35,5,15,16,Electronics,4
1440,Male,58,20.55,468.74,4,31,12,Clothing,2
1441,Male,40,94.2,86.44,9,36,10,Beauty,3
1442,Female,57,15.58,120.62,8,17,2,Home & Kitchen,1
1443,Female,28,76.55,135.42,4,19,18,Beauty,1
1444,Male,65,15.74,23.72,4,45,13,Books,2
1445,Male,49,9.39,65.91,2,1,29,Home & Kitchen,4
1446,Male,53,109.22,493.24,9,22,24,Beauty,2
1447,Female,50,23.63,161.03,3,29,38,Electronics,3
1448,Female,41,98.73,62.07,4,2,12,Electronics,1
1449,Female,56,65.81,57.96,7,45,29,Electronics,5
1450,Female,51,10.26,361.13,8,38,22,Books,1
1451,Female,45,114.7,428.01,8,46,36,Clothing,3
1452,Male,54,30.39,132.19,4,48,1,Electronics,4
1453,Female,24,103.3,15.35,7,0,43,Books,2
1454,Male,21,21.09,115.43,1,40,40,Electronics,1
1455,Male,54,102.62,32.98,6,21,34,Books,1
